no,word-talgalog,word meaning-english,scentence-tagalog,scentence-korean
1248,maling,Wrong or incorrect,Maling sagot ang ibinigay niya.,그녀는 틀린 답을 했습니다.
1249,magtrabaho,To work or perform labor,Magtrabaho nang mabuti.,열심히 일하세요.
1250,magamit,To be able to use or utilize,Magamit niya ang kanyang talino.,그는 자신의 지능을 사용할 수 있습니다.
1251,lubos,Completely or fully,Lubos ang aking pasasalamat.,나의 감사가 가득합니다.
1252,linyang,Line or alignment,Ang linyang ito ay tuwid.,이 선은 곧습니다.
1253,lawa,A lake (duplicate of 1264),Ang lawa ay may malinaw na tubig.,호수의 물이 맑습니다.
1254,label,A tag or identifier,Ang label ng produkto ay malinaw.,제품 라벨이 명확합니다.
1255,krus,A cross or crucifix,Ang krus ay nasa simbahan.,십자가가 교회에 있습니다.
1256,kotse,Car or automobile,Ang kotse ay bago.,차가 새 것입니다.
1257,komiks,Comics or graphic novel,Ang komiks ay kawili-wili.,만화책이 흥미롭습니다.
1258,kolonyal,Colonial or relating to colonies,Ang panahon ng kolonyal ay lumipas.,식민 시대는 지나갔습니다.
1259,klima,Climate or weather conditions,Ang klima ay mainit.,기후가 덥습니다.
1260,kilos,Movement or action,Mabilis ang kilos ng bata.,아이의 움직임이 빠릅니다.
1261,katulong,Helper or assistant,Ang katulong ay masipag.,도우미는 부지런합니다.
1262,katayuan,Status or condition,Ang katayuan niya ay mabuti.,그녀의 상태가 좋습니다.
1263,katanyagan,Popularity or fame,Ang katanyagan niya ay lumalaki.,그녀의 인기가 높아지고 있습니다.
1264,kasunduan,Agreement or contract,May kasunduan silang pirmado.,그들은 서명한 계약이 있습니다.
1265,kapanahunan,Season or period of time,Ang kapanahunan ng tag-ulan ay dito.,장마철이 도래했습니다.
1266,kapalit,Replacement or substitute,Ang kapalit niya ay magaling.,그녀의 대체자가 훌륭합니다.
1267,kailanman,Ever or at any time,Hindi kailanman siya sumuko.,그는 결코 포기하지 않았습니다.
1268,kahulugang,Meaning or significance,Ang kahulugang ito ay malalim.,이 의미는 깊습니다.
1269,kahoy,Wood or wooden material,Ang kahoy na mesa ay matibay.,나무 테이블이 튼튼합니다.
1270,ipinakilala,Introduced or presented,Ipinakilala siya bilang bagong manager.,그는 새 관리자로 소개되었습니다.
1271,ipakita,To show or display,Ipakita mo ang iyong talento.,당신의 재능을 보여주세요.
1272,inilunsad,Launched or initiated,Inilunsad ang bagong produkto.,새 제품이 출시되었습니다.
1273,imahen,Image or representation,Ang imahen sa salamin ay malinaw.,거울 속 이미지가 선명합니다.
1274,hinati,Divided or split,Hinati nila ang pagkain.,그들은 음식을 나눴습니다.
1275,gitnang,Middle or central,Ang gitnang bahagi ay kulay pula.,중앙 부분이 빨간색입니다.
1276,gayong,Such or like that,Gayong sitwasyon ay kailangan ng tulong.,그런 상황은 도움이 필요합니다.
1277,gatas,Milk from mammals,Ang gatas ay masarap.,우유가 맛있습니다.
1278,edisyon,Edition or version,Ang edisyon ng libro ay bago.,책의 판이 새 것입니다.
1279,ebidensiya,Evidence or proof,Ang ebidensiya ay matibay.,증거가 확실합니다.
1280,disiplina,Discipline or self-control,Mahalaga ang disiplina sa buhay.,삶에서 규율이 중요합니다.
1281,digital,Relating to digital technology,Ang digital na mundo ay mabilis.,디지털 세계는 빠릅니다.
1282,butas,A hole or opening,Ang butas sa pader ay maliit.,벽의 구멍이 작습니다.
1283,burol,A hill or mound,Ang burol ay mataas.,언덕이 높습니다.
1284,bituin,A star in the sky,Nagniningning ang bituin sa gabi.,밤하늘의 별이 반짝입니다.
1285,bisa,Effectiveness or potency,Ang bisa ng gamot ay mabilis.,약의 효과가 빠릅니다.
1286,bahaging,Part or portion,Ang bahaging ito ay mahalaga.,이 부분이 중요합니다.
1287,baga,Lung or pulmonary organ,Malaki ang baga ng tao.,사람의 폐가 큽니다.
1288,alternatibong,Alternative or substitute,Ang alternatibong solusyon ay epektibo.,대안적 해결책이 효과적입니다.
1289,alkalde,Mayor or municipal head,Ang alkalde ay mabuting pinuno.,시장은 좋은 지도자입니다.
1290,alagad,Disciple or follower,Ang alagad ni Hesus ay marami.,예수님의 제자가 많습니다.
1291,aktres,Actress or female performer,Ang aktres ay magaling umarte.,여배우가 연기를 잘합니다.
1292,aking,My or belonging to me,Ang aking puso ay sayo.,나의 마음은 너에게 있습니다.
1293,Top,Highest part or position,Nasa top siya ng klase.,그녀는 반에서 1등입니다.
1294,Super,Excellent or extremely good,Super ang performance nila.,그들의 공연은 최고였습니다.
1295,Sukarno,First President of Indonesia,Si Sukarno ay isang lider.,수카르노는 지도자였습니다.
1296,Richard,A common male given name,Si Richard ay matangkad.,리처드는 키가 큽니다.
1297,Nagkakaisang,United or unified,Ang nagkakaisang bansa ay malakas.,통합된 나라는 강합니다.
1298,My,Belonging to me,My book is on the table.,나의 책이 테이블 위에 있습니다.
1299,Love,Deep affection or care,Love is a beautiful feeling.,사랑은 아름다운 감정입니다.
1300,Los Angeles,A city in California,USA,Maganda ang Los Angeles.
1301,Lee,A common Korean surname,Si Lee ay mabait na tao.,이씨는 착한 사람입니다.
1302,Kristo,Christ – the title given to Jesus of Nazareth in Christian belief,Si Kristo ay itinuturing na Tagapagligtas.,그리스도는 구세주로 여겨집니다.
1303,Kong,Kong – a title or name often associated with large apes (e.g.,King Kong) or used as a placeholder name,Kong ay isang mabangis na unggoy sa pelikula.
1304,Kadalasan,usually – most of the time; commonly,Kadalasan umuulan tuwing Hunyo.,보통 6월엔 비가 옵니다.
1305,Jackson,Jackson – a common English surname or given name,Si Jackson ay pumunta sa palengkahapon.,잭슨은 어제 시장에 갔습니다.
1306,Itinuturing,regarded – considered or thought of in a particular way,Siya ay itinuturing na pinakamahusay na manunulat.,그는 최고의 작가로 여겨집니다.
1307,Israel,Israel – a country in the Middle East; also the biblical name for the Jewish people,Israel ay kilalá sa kanilang mayamang kasaysayan.,이스라엘은 풍부한 역사로 잘 알려져 있습니다.
1308,Inilarawan,described – portrayed or explained in words,Inilarawan niya ang tanawin bilang kahanga-hanga.,그는 풍경을 아름답다고 묘사했습니다.
1309,Hudyo,Jewish – relating to Jews or Judaism,Ang Hudyo ay naniniwala sa iisang Diyos.,유대인은 유일신을 믿습니다.
1310,Hilagang Amerika,North America – the continent north of South America,Ang Hilagang Amerika ay may malawak na kagubatan.,북아메리카에는 광활한 숲이 있습니다.
1311,Henry,Henry – a common masculine given name,Si Henry ay nag-aral ng matematika.,헨리는 수학을 공부했습니다.
1312,Hanggang,until – up to the time that,Umalis siya hanggang alas-singko ng hapon.,그는 오후 5시까지 떠났습니다.
1313,Google,Google – a multinational technology company known for its search engine,Ginamit ko ang Google upang maghanap ng impormasyon.,저는 정보를 찾기 위해 구글을 사용했습니다.
1314,Game,game – a form of play or sport,Naglalaro kami ng board game tuwing gabi.,우리는 밤마다 보드 게임을 합니다.
1315,Film,film – a motion picture or movie,Ang film na ito ay tungkol sa pag-ibig.,이 영화는 사랑에 관한 것입니다.
1316,Europeo,European – relating to Europe or its people,Ang Europeo ay mahilig uminom ng tsaa.,유럽 사람들은 차를 즐겨 마십니다.
1317,Church,church – a building for Christian worship,Nagpunta kami sa church tuwing Linggo.,우리는 매주 일요일 교회에 갑니다.
1318,Blg.,no. – abbreviation for “number”,Ang Blg. 5 ay wala sa listahan.,번호 5는 목록에 없습니다.
1319,Binubuo,composed – made up of,Ang kanta ay binubuo ng tatlong bahagi.,이 노래는 세 부분으로 구성되어 있습니다.
1320,Alemanya,Germany – a country in central Europe,Ang Alemanya ay kilalá sa kanilang beer festival.,독일은 맥주 축제로 유명합니다.
1321,utak,brain – the organ inside the head that controls thought and memory,Ang utak ay sentro ng kaisipan.,뇌는 사고의 중심입니다.
1322,unit,unit – a single thing or measurement,Isang unit lang ang kailangan ko.,나는 한 개의 유닛만 필요합니다.
1323,umaga,morning – the early part of the day,Gumising siya nang maaga sa umaga.,그는 아침에 일찍 일어났습니다.
1324,ugat,root – the part of a plant that absorbs water and nutrients,Ang ugat ay nakatago sa ilalim ng lupa.,뿌리는 땅속에 숨겨져 있습니다.
1325,turista,tourist – a person traveling for pleasure,Maraming turista sa Boracay tuwing tag-init.,여름마다 보라카이에 많은 관광객이 있습니다.
1326,tungkuling,duty – a responsibility or task,Ang tungkuling ito ay mahalaga sa akin.,이 임무는 나에게 중요합니다.
1327,tumulong,to help – to give assistance,Tumulong siya sa paglilinis ng bahay.,그는 집 청소를 도왔습니다.
1328,tulay,bridge – a structure that spans a physical obstacle,Nadaanan namin ang tulay papunta sa bayan.,우리는 마을로 가는 다리를 건넜습니다.
1329,tiyan,stomach – the organ where food is digested,Masakit ang tiyan ko pagkatapos kumain.,식사 후에 배가 아픕니다.
1330,titulong,title – a name or label given to something,Ang titulong ito ay para sa iyo.,이 제목은 당신을 위한 것입니다.
1331,tipikal,typical – usual or normal,Ang tipikal na klase ay nagsisimula alas-otso.,전형적인 수업은 8시에 시작합니다.
1332,teoriya,theory – an idea or set of principles to explain something,Ang teoriya ni Einstein ay sikat.,아인슈타인의 이론은 유명합니다.
1333,tala,star – a luminous celestial body,Maliwanag ang tala sa gabi.,밤에 별이 빛납니다.
1334,taga,from – indicating origin or source,Taga-Maynila siya.,그는 마닐라에서 왔습니다.
1335,solusyon,solution – a means of solving a problem,Nahanap na namin ang solusyon.,우리는 해결책을 찾았습니다.
1336,singsing,ring – a circular band worn on the finger,Nagbigay siya ng singsing sa kasintahan.,그는 여자친구에게 반지를 주었습니다.
1337,sinasabi,saying – expressing in words,Ang kanyang sinasabi ay totoo.,그녀가 말하는 것은 사실입니다.
1338,set,set – a group of things or collection,Nakabili siya ng set ng libro.,그는 책 한 세트를 샀습니다.
1339,senador,senator – a member of a senate,Si senador ay nagpasa ng bagong batas.,그 상원의원은 새로운 법안을 통과시켰습니다.
1340,sasakyang,vehicle – a machine that transports people or goods,Ang sasakyang ito ay bago.,이 차량은 새것입니다.
1341,sagisag,symbol – something that represents an idea,Berdepula ang sagisag ng panganib.,빨간색은 위험의 상징입니다.
1342,ruta,route – a way or course taken,Ito ang pinakamaikling ruta papunta sa bayan.,이것은 마을로 가는 가장 짧은 경로입니다.
1343,pwesto,position – a place or location,Natagpuan ko na ang pwesto mo.,나는 당신의 위치를 찾았습니다.
1344,puntong,point – a specific idea or detail,Ang puntong ito ay mahalaga.,이 요점은 중요합니다.
1345,pulis,police – officers who enforce the law,Tumawag kami ng pulis nang may emergency.,비상사태에 우리는 경찰에 전화했습니다.
1346,planeta,planet – a celestial body orbiting a star,Ang Earth ay isang planeta.,지구는 행성입니다.
1347,pinamunuan,led – past tense of “lead”,Siya ang pinamunuan ng grupo.,그는 그룹을 이끌었습니다.
1348,pinakatanyag,most popular – having the highest fame,Ang kanta ay pinakatanyag ngayon.,이 노래는 지금 가장 인기가 있습니다.
1349,pinakamatandang,oldest – the eldest in age,Siya ang pinakamatandang miyembro.,그는 가장 나이 많은 회원입니다.
1350,pinakamalaki,largest – the biggest in size,Ito ang pinakamalaking mall sa lungsod.,이것은 도시에서 가장 큰 쇼핑몰입니다.
1351,paunang,initial – occurring at the beginning,Ang paunang pagsusulit ay madali.,초기 시험은 쉬웠습니다.
1352,paulit-ulit,repeatedly – happening again and again,Paulit-ulit niyang sinabi ang pangalan.,그는 이름을 반복해서 말했습니다.
1353,paniniwalang,belief – an accepted idea or conviction,Ang paniniwalang ito ay lumalaganap.,이 믿음은 퍼지고 있습니다.
1354,pamayanang,community – a group of people living together,Ang pamayanang ito ay maunlad.,이 공동체는 번창하고 있습니다.
1355,paligsahan,competition – a contest or match,Ang paligsahan ay gaganapin bukas.,경기는 내일 열립니다.
1356,pakikipagtulungan,cooperation – working together,Nangailangan kami ng pakikipagtulungan.,우리는 협력이 필요했습니다.
1357,pagtanggap,acceptance – the act of accepting,Ang pagtanggap niya ay nakakataba ng puso.,그녀의 수용은 마음을 따뜻하게 합니다.
1358,pagsubok,test – an examination or trial,Ang pagsubok ay mahirap.,시험은 어려웠습니다.
1359,pagpili,selection – the act of choosing,Ang pagpili mo ay mahalaga.,당신의 선택은 중요합니다.
1360,pagpapanatili,maintenance – the process of keeping something in good condition,Ang pagpapanatili ng kalusugan ay mahalaga.,건강 유지는 중요합니다.
1361,pagkawala,loss – the state of being lost,Ang pagkawala niya ay nakakalungkot.,그의 실종은 슬픕니다.
1362,pagkapangulo,presidency – the office or term of a president,Ang kanyang pagkapangulo ay matagumpay.,그의 대통령직은 성공적이었습니다.
1363,paggalaw,movement – the act of moving,Ang paggalaw ng musika ay mabilis.,음악의 움직임은 빠릅니다.
1364,pagbubukas,opening – the act of opening,Ang pagbubukas ng tindahan ay alas-nuwebe.,가게 개장은 9시입니다.
1365,pag-arte,acting – the art of performing in drama,Ang kanyang pag-arte ay kahanga-hanga.,그녀의 연기는 놀랍습니다.
1366,nilalaman,content – the material inside something,Ang nilalaman ng kahon ay sorpresa.,상자 안의 내용은 놀라움입니다.
1367,nawasak,destroyed – broken or ruined,Ang bahay ay nawasak sa bagyo.,집은 태풍으로 파괴되었습니다.
1368,natalo,lost – past tense of “lose”,Sila ay natalo sa laban.,그들은 경기에서 졌습니다.
1369,nararapat,deserved – worthy of reward or punishment,Nararapat siya sa papuri.,그는 칭찬을 받을 만합니다.
1370,nanirahan,resided – lived in a place,Nanirahan siya sa Maynila ng sampung taon.,그는 마닐라에 10년 동안 살았습니다.
1371,nagtamo,obtained – acquired or gained,Nagtamo siya ng medalya.,그는 메달을 받았습니다.
1372,nagsasaad,states – expresses in words,Ang dokumento ay nagsasaad ng patakaran.,문서는 규정을 명시합니다.
1373,nagreresulta,results – produces as an outcome,Ang kanyang aksyon ay nagreresulta sa tagumpay.,그의 행동은 성공으로 이어졌습니다.
1374,nagpapatakbo,operates – runs or manages,Nagpapatakbo siya ng maliit na negosyo.,그는 작은 사업을 운영합니다.
1375,naglalaro,playing – engaging in a game or sport,Naglalaro ang mga bata sa labas.,아이들이 밖에서 놀고 있습니다.
1376,musikang,music – an art form using sound,Mahilig ako sa musikang klasikal.,저는 클래식 음악을 좋아합니다.
1377,ministro,minister – a head of a government department or religious leader,Ang ministro ay naglabas ng pahayag.,장관은 성명을 발표했습니다.
